,year,target_area,no_of_place,sleepnights,accommodation,number_of_ppl,number_of_children,cost_total_trip,cost_total_per_person,satisfied,sex,age,month,living_area,target_beforesplit,transportation,reason,relationship,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_14,target_15,target_16,target_17,target_area1,target_area2,target_area3,target_area4,target_area5,target_area6,target_area7,target_area8,target_area9,target_area10,target_area11,transportation1,transportation2,transportation3,reason1,reason2,reason3,accommodation_1,accommodation_2,accommodation_3,accommodation_4,accommodation_5,accommodation_6,accommodation_7,accommodation_8,accommodation_9,accommodation_10,accommodation_11,accommodation_12,accommodation_13,accommodation_14
100,2020.0,32010,1,0,0,4.0,0.0,109000.0,109000.0,5.0,2.0,28.0,9.0,1.0,"1,3","1,4","2,4",3,1.0,,1.0,,,,,,,,,,,,,,32010,,,,,,,,,,,1,4,,2,4,,,,,,,,,,,,,,,
101,2020.0,31130,1,0,0,3.0,1.0,140001.0,46667.0,5.0,2.0,45.0,9.0,1.0,"2,6",1,"3,2,1",1,,1.0,,,,1.0,,,,,,,,,,,31130,,,,,,,,,,,1,,,3,2,1,,,,,,,,,,,,,,
102,2020.0,"38050,38050,38050",3,1,4,2.0,0.0,510000.0,255000.0,5.0,1.0,37.0,9.0,1.0,"1,3",1,"2,5",3,1.0,,1.0,,,,,,,,,,,,,,38050,38050,38050,,,,,,,,,1,,,2,5,,4.0,,,,,,,,,,,,,
103,2020.0,31200,1,0,0,4.0,0.0,65000.0,45000.0,5.0,2.0,57.0,9.0,1.0,"1,2,6",1,"4,2",3,1.0,1.0,,,,1.0,,,,,,,,,,,31200,,,,,,,,,,,1,,,4,2,,,,,,,,,,,,,,,
104,2020.0,"36030,36020",2,1,2,6.0,0.0,482002.0,207667.0,5.0,1.0,56.0,8.0,1.0,"1,6",1,"1,2,8","1,2",1.0,,,,,1.0,,,,,,,,,,,36030,36020,,,,,,,,,,1,,,1,2,8,2.0,,,,,,,,,,,,,
105,2020.0,33030,1,1,11,2.0,0.0,422000.0,211000.0,5.0,1.0,36.0,8.0,1.0,1,1,"2,1",3,1.0,,,,,,,,,,,,,,,,33030,,,,,,,,,,,1,,,2,1,,11.0,,,,,,,,,,,,,
106,2020.0,"31380,31380,31380",3,1,3,6.0,0.0,200000.0,90000.0,5.0,2.0,63.0,8.0,1.0,1,1,"2,1,4","1,2",1.0,,,,,,,,,,,,,,,,31380,31380,31380,,,,,,,,,1,,,2,1,4,3.0,,,,,,,,,,,,,
107,2020.0,32010,1,0,0,4.0,0.0,222000.0,111000.0,5.0,2.0,29.0,8.0,1.0,"1,3",1,"4,2",3,1.0,,1.0,,,,,,,,,,,,,,32010,,,,,,,,,,,1,,,4,2,,,,,,,,,,,,,,,
108,2020.0,31100,1,0,0,4.0,0.0,130000.0,32500.0,4.0,2.0,54.0,8.0,1.0,6,1,"3,4",3,,,,,,1.0,,,,,,,,,,,31100,,,,,,,,,,,1,,,3,4,,,,,,,,,,,,,,,
109,2020.0,34030,1,1,8,4.0,0.0,170000.0,160000.0,4.0,1.0,27.0,8.0,1.0,"1,6",1,"4,2,1",3,1.0,,,,,1.0,,,,,,,,,,,34030,,,,,,,,,,,1,,,4,2,1,8.0,,,,,,,,,,,,,
110,2020.0,31020,1,0,0,2.0,0.0,160000.0,80000.0,5.0,1.0,27.0,9.0,1.0,"1,4,6",1,"4,2",3,1.0,,,1.0,,1.0,,,,,,,,,,,31020,,,,,,,,,,,1,,,4,2,,,,,,,,,,,,,,,
111,2020.0,"32030,32030,32030,32030",4,1,4,4.0,0.0,190000.0,150000.0,5.0,2.0,28.0,9.0,1.0,"1,6,16",1,"2,1",3,1.0,,,,,1.0,,,,,,,,,1.0,,32030,32030,32030,32030,,,,,,,,1,,,2,1,,4.0,,,,,,,,,,,,,
112,2020.0,31370,1,0,0,3.0,1.0,150000.0,50000.0,5.0,2.0,36.0,9.0,1.0,"1,6",1,"2,4,1",1,1.0,,,,,1.0,,,,,,,,,,,31370,,,,,,,,,,,1,,,2,4,1,,,,,,,,,,,,,,
113,2020.0,31380,1,0,0,2.0,0.0,130000.0,65000.0,4.0,1.0,38.0,9.0,1.0,"1,2",1,"1,4",1,1.0,1.0,,,,,,,,,,,,,,,31380,,,,,,,,,,,1,,,1,4,,,,,,,,,,,,,,,
114,2020.0,31130,1,0,0,3.0,0.0,150000.0,50000.0,5.0,2.0,58.0,9.0,1.0,"1,2,6",1,"2,8,4",1,1.0,1.0,,,,1.0,,,,,,,,,,,31130,,,,,,,,,,,1,,,2,8,4,,,,,,,,,,,,,,
115,2020.0,"32390,32060",2,1,8,2.0,0.0,410000.0,205000.0,5.0,1.0,36.0,10.0,1.0,"1,2,4",1,2,3,1.0,1.0,,1.0,,,,,,,,,,,,,32390,32060,,,,,,,,,,1,,,2,,,8.0,,,,,,,,,,,,,
116,2020.0,31120,1,0,0,4.0,0.0,50000.0,50000.0,4.0,2.0,56.0,10.0,1.0,1,1,"4,2",3,1.0,,,,,,,,,,,,,,,,31120,,,,,,,,,,,1,,,4,2,,,,,,,,,,,,,,,
117,2020.0,"37010,37010,37010",3,1,3,4.0,0.0,440000.0,187500.0,5.0,2.0,38.0,10.0,1.0,"1,2",1,"5,2,1",1,1.0,1.0,,,,,,,,,,,,,,,37010,37010,37010,,,,,,,,,1,,,5,2,1,3.0,,,,,,,,,,,,,
118,2020.0,31270,1,0,0,2.0,0.0,200000.0,100000.0,5.0,2.0,28.0,10.0,1.0,1,1,"2,1",3,1.0,,,,,,,,,,,,,,,,31270,,,,,,,,,,,1,,,2,1,,,,,,,,,,,,,,,
119,2020.0,"34370,34370",2,0,0,3.0,1.0,265002.0,88334.0,5.0,1.0,44.0,10.0,1.0,"1,2,6",1,"4,1,2",1,1.0,1.0,,,,1.0,,,,,,,,,,,34370,34370,,,,,,,,,,1,,,4,1,2,,,,,,,,,,,,,,
120,2020.0,32010,1,0,0,4.0,0.0,193000.0,96500.0,5.0,1.0,27.0,10.0,1.0,"1,3,6",1,"2,4",3,1.0,,1.0,,,1.0,,,,,,,,,,,32010,,,,,,,,,,,1,,,2,4,,,,,,,,,,,,,,,
121,2020.0,"34380,34380",2,1,3,6.0,2.0,500001.0,166667.0,5.0,2.0,43.0,10.0,1.0,"1,6",1,"2,4,6","1,2",1.0,,,,,1.0,,,,,,,,,,,34380,34380,,,,,,,,,,1,,,2,4,6,3.0,,,,,,,,,,,,,
122,2020.0,31380,1,0,0,4.0,0.0,144000.0,72000.0,4.0,1.0,36.0,10.0,1.0,1,1,"4,2",3,1.0,,,,,,,,,,,,,,,,31380,,,,,,,,,,,1,,,4,2,,,,,,,,,,,,,,,
123,2020.0,"32030,32030",2,1,3,4.0,0.0,502000.0,223500.0,5.0,1.0,27.0,10.0,1.0,"1,2",1,"2,1,6",3,1.0,1.0,,,,,,,,,,,,,,,32030,32030,,,,,,,,,,1,,,2,1,6,3.0,,,,,,,,,,,,,
124,2020.0,23310,1,0,0,2.0,0.0,120000.0,60000.0,5.0,2.0,29.0,10.0,1.0,1,1,"2,4",3,1.0,,,,,,,,,,,,,,,,23310,,,,,,,,,,,1,,,2,4,,,,,,,,,,,,,,,
125,2020.0,"39010,39020",2,1,3,6.0,1.0,430000.0,280000.0,5.0,2.0,55.0,10.0,1.0,"1,2,6","3,5,8","2,1","1,2",1.0,1.0,,,,1.0,,,,,,,,,,,39010,39020,,,,,,,,,,3,5,8,2,1,,3.0,,,,,,,,,,,,,
126,2020.0,"32060,32410",2,1,3,2.0,0.0,398000.0,187000.0,5.0,1.0,36.0,11.0,1.0,"1,2,4",1,"2,1,6",3,1.0,1.0,,1.0,,,,,,,,,,,,,32060,32410,,,,,,,,,,1,,,2,1,6,3.0,,,,,,,,,,,,,
127,2020.0,31370,1,0,0,4.0,0.0,354999.0,92083.0,4.0,2.0,47.0,11.0,1.0,"1,6",1,"4,2",1,1.0,,,,,1.0,,,,,,,,,,,31370,,,,,,,,,,,1,,,4,2,,,,,,,,,,,,,,,
128,2020.0,"31380,31380",2,0,0,4.0,1.0,305000.0,76250.0,5.0,2.0,37.0,11.0,1.0,"1,2,5",1,"2,4,1",1,1.0,1.0,,,1.0,,,,,,,,,,,,31380,31380,,,,,,,,,,1,,,2,4,1,,,,,,,,,,,,,,
129,2020.0,"36410,36410",2,1,11,3.0,1.0,420000.0,140000.0,5.0,1.0,43.0,11.0,1.0,"1,2,6",1,"1,2,8",1,1.0,1.0,,,,1.0,,,,,,,,,,,36410,36410,,,,,,,,,,1,,,1,2,8,11.0,,,,,,,,,,,,,
130,2020.0,"38050,38050,38050,38050",4,1,3,4.0,0.0,305000.0,235000.0,5.0,2.0,56.0,11.0,1.0,"1,2",1,"1,2",3,1.0,1.0,,,,,,,,,,,,,,,38050,38050,38050,38050,,,,,,,,1,,,1,2,,3.0,,,,,,,,,,,,,
131,2020.0,"31100,31100",2,0,0,2.0,0.0,180000.0,72000.0,5.0,2.0,28.0,11.0,1.0,"1,2,6",1,"2,1,4",3,1.0,1.0,,,,1.0,,,,,,,,,,,31100,31100,,,,,,,,,,1,,,2,1,4,,,,,,,,,,,,,,
132,2020.0,23310,1,1,9,3.0,1.0,425004.0,161668.0,4.0,2.0,37.0,1.0,1.0,"1,2,6,7",1,"1,3,4",1,1.0,1.0,,,,1.0,1.0,,,,,,,,,,23310,,,,,,,,,,,1,,,1,3,4,9.0,,,,,,,,,,,,,
133,2020.0,32030,1,1,3,4.0,0.0,590000.0,222500.0,5.0,2.0,60.0,1.0,1.0,1,"2,5,3","2,9","1,3",1.0,,,,,,,,,,,,,,,,32030,,,,,,,,,,,2,5,3,2,9,,3.0,,,,,,,,,,,,,
134,2020.0,"34380,34380,34380",3,1,3,4.0,0.0,590000.0,147500.0,5.0,1.0,32.0,2.0,1.0,"1,2",1,"2,3,5",3,1.0,1.0,,,,,,,,,,,,,,,34380,34380,34380,,,,,,,,,1,,,2,3,5,3.0,,,,,,,,,,,,,
135,2020.0,"39010,39020,39020,39020,39020,39020,39010,39010",8,2,"3,4",4.0,0.0,1192000.0,298000.0,5.0,2.0,53.0,2.0,1.0,"1,2,5","3,1,8","1,2,9",1,1.0,1.0,,,1.0,,,,,,,,,,,,39010,39020,39020,39020,39020,39020,39010,39010,,,,3,1,8,1,2,9,3.0,4.0,,,,,,,,,,,,
136,2020.0,"34080,34080,34080,34080",4,1,3,4.0,0.0,495000.0,123750.0,4.0,2.0,52.0,2.0,1.0,"1,2,9",1,"2,4,5",1,1.0,1.0,,,,,,,1.0,,,,,,,,34080,34080,34080,34080,,,,,,,,1,,,2,4,5,3.0,,,,,,,,,,,,,
137,2020.0,"25040,25040,25020",3,1,1,2.0,0.0,250000.0,125000.0,4.0,2.0,19.0,2.0,1.0,"2,5","6,10","1,4",3,,1.0,,,1.0,,,,,,,,,,,,25040,25040,25020,,,,,,,,,6,10,,1,4,,1.0,,,,,,,,,,,,,
138,2020.0,"21090,21090,21090,21020,21020,21010,21100,21100",8,2,"1,1",3.0,1.0,590001.0,196667.0,5.0,2.0,37.0,2.0,1.0,"1,2,15",1,"2,1",1,1.0,1.0,,,,,,,,,,,,1.0,,,21090,21090,21090,21020,21020,21010,21100,21100,,,,1,,,2,1,,1.0,1.0,,,,,,,,,,,,
139,2020.0,"23310,23310,23310",3,1,3,4.0,0.0,500000.0,125000.0,5.0,2.0,60.0,3.0,1.0,"1,4",1,"2,1,14",1,1.0,,,1.0,,,,,,,,,,,,,23310,23310,23310,,,,,,,,,1,,,2,1,14,3.0,,,,,,,,,,,,,
140,2020.0,39020,1,1,1,4.0,1.0,560000.0,190000.0,4.0,1.0,17.0,3.0,1.0,"1,2,6","1,3","1,2,4",1,1.0,1.0,,,,1.0,,,,,,,,,,,39020,,,,,,,,,,,1,3,,1,2,4,1.0,,,,,,,,,,,,,
141,2020.0,"36400,36400,36400,36400,36400,36400",6,2,"3,3",2.0,0.0,390000.0,195000.0,5.0,1.0,61.0,3.0,1.0,"1,2,6",1,"2,14,11",1,1.0,1.0,,,,1.0,,,,,,,,,,,36400,36400,36400,36400,36400,36400,,,,,,1,,,2,14,11,3.0,3.0,,,,,,,,,,,,
142,2020.0,31270,1,1,1,3.0,0.0,247999.0,99333.0,4.0,2.0,63.0,4.0,1.0,"1,2,6",1,"15,5,3",3,1.0,1.0,,,,1.0,,,,,,,,,,,31270,,,,,,,,,,,1,,,15,5,3,1.0,,,,,,,,,,,,,
143,2020.0,31380,1,0,0,3.0,0.0,135000.0,67500.0,4.0,1.0,26.0,4.0,1.0,"1,2,6",1,"4,2,5",3,1.0,1.0,,,,1.0,,,,,,,,,,,31380,,,,,,,,,,,1,,,4,2,5,,,,,,,,,,,,,,
144,2020.0,31370,1,1,3,5.0,0.0,481000.0,105000.0,4.0,2.0,19.0,4.0,1.0,1,"5,2","5,4,9",3,1.0,,,,,,,,,,,,,,,,31370,,,,,,,,,,,5,2,,5,4,9,3.0,,,,,,,,,,,,,
145,2020.0,"34380,34380,34380,34380",4,1,"3,3",4.0,0.0,510000.0,135000.0,5.0,2.0,52.0,4.0,1.0,"1,2,5",1,"2,4,12",1,1.0,1.0,,,1.0,,,,,,,,,,,,34380,34380,34380,34380,,,,,,,,1,,,2,4,12,3.0,,,,,,,,,,,,,
146,2020.0,"34030,34030,34030",3,1,3,6.0,1.0,599994.0,99999.0,4.0,1.0,61.0,4.0,1.0,"1,2",1,"11,2",1,1.0,1.0,,,,,,,,,,,,,,,34030,34030,34030,,,,,,,,,1,,,11,2,,3.0,,,,,,,,,,,,,
147,2020.0,"32060,32060",2,1,4,4.0,0.0,810000.0,202500.0,5.0,2.0,57.0,5.0,1.0,"1,6",1,"5,4,1",1,1.0,,,,,1.0,,,,,,,,,,,32060,32060,,,,,,,,,,1,,,5,4,1,4.0,,,,,,,,,,,,,
148,2020.0,31370,1,1,3,2.0,0.0,195000.0,97500.0,4.0,1.0,27.0,5.0,1.0,"1,2",1,"5,9,4",3,1.0,1.0,,,,,,,,,,,,,,,31370,,,,,,,,,,,1,,,5,9,4,3.0,,,,,,,,,,,,,
149,2020.0,"35380,35380",2,1,3,5.0,0.0,598000.0,119600.0,5.0,1.0,59.0,5.0,1.0,"1,2",1,"2,1",1,1.0,1.0,,,,,,,,,,,,,,,35380,35380,,,,,,,,,,1,,,2,1,,3.0,,,,,,,,,,,,,
150,2020.0,"39010,39010,39010,39020,39020,39020,39010,39010",8,2,"1,3",5.0,0.0,1430000.0,398000.0,5.0,2.0,50.0,6.0,1.0,"1,2,5","8,3,1","8,12,2",1,1.0,1.0,,,1.0,,,,,,,,,,,,39010,39010,39010,39020,39020,39020,39010,39010,,,,8,3,1,8,12,2,1.0,3.0,,,,,,,,,,,,
151,2020.0,"38050,38050,37030",3,2,"9,10",2.0,0.0,718000.0,384000.0,4.0,1.0,38.0,6.0,1.0,"1,2,6,7","1,4","2,8,1",1,1.0,1.0,,,,1.0,1.0,,,,,,,,,,38050,38050,37030,,,,,,,,,1,4,,2,8,1,9.0,10.0,,,,,,,,,,,,
152,2020.0,31380,1,0,0,3.0,1.0,129999.0,58333.0,4.0,2.0,36.0,6.0,1.0,"1,2,6",1,"9,5,3",1,1.0,1.0,,,,1.0,,,,,,,,,,,31380,,,,,,,,,,,1,,,9,5,3,,,,,,,,,,,,,,
153,2020.0,"31380,31380",2,1,3,3.0,0.0,283997.0,123999.0,4.0,2.0,19.0,5.0,1.0,"1,2,6","5,6,2","4,2,1",3,1.0,1.0,,,,1.0,,,,,,,,,,,31380,31380,,,,,,,,,,5,6,2,4,2,1,3.0,,,,,,,,,,,,,
154,2020.0,31200,1,0,0,2.0,0.0,88000.0,44000.0,4.0,2.0,32.0,6.0,1.0,"1,2,6",1,"2,11,8",3,1.0,1.0,,,,1.0,,,,,,,,,,,31200,,,,,,,,,,,1,,,2,11,8,,,,,,,,,,,,,,
155,2020.0,23310,1,0,0,2.0,0.0,138000.0,69000.0,4.0,1.0,40.0,6.0,1.0,"1,2,15",1,"2,4,5",1,1.0,1.0,,,,,,,,,,,,1.0,,,23310,,,,,,,,,,,1,,,2,4,5,,,,,,,,,,,,,,
156,2020.0,31370,1,1,3,4.0,0.0,330000.0,82500.0,4.0,1.0,25.0,6.0,1.0,"1,2,5,15",1,"5,4,3",3,1.0,1.0,,,1.0,,,,,,,,,1.0,,,31370,,,,,,,,,,,1,,,5,4,3,3.0,,,,,,,,,,,,,
157,2020.0,"39020,39010,39010",3,2,"1,1",2.0,0.0,892800.0,401400.0,4.0,2.0,32.0,6.0,1.0,"1,2,4,6,9","8,3,4","2,1,11",3,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,39020,39010,39010,,,,,,,,,8,3,4,2,1,11,1.0,1.0,,,,,,,,,,,,
158,2020.0,32030,1,1,4,6.0,0.0,790000.0,765000.0,5.0,1.0,52.0,7.0,1.0,"1,3",1,"8,6",5,1.0,,1.0,,,,,,,,,,,,,,32030,,,,,,,,,,,1,,,8,6,,4.0,,,,,,,,,,,,,
159,2020.0,"31010,31010",2,0,0,2.0,0.0,100000.0,50000.0,5.0,2.0,52.0,7.0,1.0,"2,4",1,"4,2",1,,1.0,,1.0,,,,,,,,,,,,,31010,31010,,,,,,,,,,1,,,4,2,,,,,,,,,,,,,,,
160,2020.0,"31380,31380",2,0,0,3.0,1.0,144999.0,48333.0,5.0,2.0,45.0,7.0,1.0,1,1,"3,2",1,1.0,,,,,,,,,,,,,,,,31380,31380,,,,,,,,,,1,,,3,2,,,,,,,,,,,,,,,
161,2020.0,"23010,23010",2,0,0,4.0,0.0,150000.0,37500.0,5.0,1.0,61.0,7.0,1.0,"1,2",1,"9,5",1,1.0,1.0,,,,,,,,,,,,,,,23010,23010,,,,,,,,,,1,,,9,5,,,,,,,,,,,,,,,
162,2020.0,31370,1,1,9,5.0,0.0,574000.0,118000.0,4.0,1.0,19.0,7.0,1.0,"1,2,6","5,6","3,2,4",3,1.0,1.0,,,,1.0,,,,,,,,,,,31370,,,,,,,,,,,5,6,,3,2,4,9.0,,,,,,,,,,,,,
163,2020.0,32030,1,1,4,4.0,0.0,890000.0,225000.0,4.0,2.0,52.0,7.0,1.0,"1,2,6",1,"2,12,1",1,1.0,1.0,,,,1.0,,,,,,,,,,,32030,,,,,,,,,,,1,,,2,12,1,4.0,,,,,,,,,,,,,
164,2020.0,"32030,32030,32030",3,2,"4,4",3.0,0.0,648998.0,385666.0,4.0,2.0,27.0,8.0,1.0,"1,2,6",1,"2,12,1",3,1.0,1.0,,,,1.0,,,,,,,,,,,32030,32030,32030,,,,,,,,,1,,,2,12,1,4.0,4.0,,,,,,,,,,,,
165,2020.0,34030,1,1,3,2.0,0.0,333000.0,200500.0,5.0,2.0,35.0,8.0,1.0,"1,2,6",1,"1,4,5",1,1.0,1.0,,,,1.0,,,,,,,,,,,34030,,,,,,,,,,,1,,,1,4,5,3.0,,,,,,,,,,,,,
166,2020.0,"35380,35380",2,1,4,3.0,0.0,472001.0,250667.0,5.0,1.0,47.0,8.0,1.0,"1,2,6",1,"2,6,9",3,1.0,1.0,,,,1.0,,,,,,,,,,,35380,35380,,,,,,,,,,1,,,2,6,9,4.0,,,,,,,,,,,,,
167,2020.0,32020,1,0,0,4.0,0.0,79000.0,79000.0,5.0,2.0,46.0,8.0,1.0,"1,2",1,"1,2,5",3,1.0,1.0,,,,,,,,,,,,,,,32020,,,,,,,,,,,1,,,1,2,5,,,,,,,,,,,,,,
168,2020.0,"31010,31010",2,0,0,2.0,0.0,138000.0,69000.0,5.0,2.0,52.0,9.0,1.0,"1,2,4",1,"4,2",1,1.0,1.0,,1.0,,,,,,,,,,,,,31010,31010,,,,,,,,,,1,,,4,2,,,,,,,,,,,,,,,
169,2020.0,"32050,32050,32050",3,0,0,3.0,1.0,148499.0,51833.0,5.0,2.0,43.0,9.0,1.0,1,9,"9,2",1,1.0,,,,,,,,,,,,,,,,32050,32050,32050,,,,,,,,,9,,,9,2,,,,,,,,,,,,,,,
170,2020.0,"32010,32010",2,0,0,2.0,0.0,125000.0,62500.0,4.0,1.0,44.0,9.0,1.0,"1,2",1,"5,12",3,1.0,1.0,,,,,,,,,,,,,,,32010,32010,,,,,,,,,,1,,,5,12,,,,,,,,,,,,,,,
171,2020.0,"32410,32410",2,1,4,4.0,0.0,532000.0,292000.0,4.0,1.0,27.0,8.0,1.0,"1,2,6",8,"2,1,11",3,1.0,1.0,,,,1.0,,,,,,,,,,,32410,32410,,,,,,,,,,8,,,2,1,11,4.0,,,,,,,,,,,,,
172,2020.0,31170,1,0,0,3.0,0.0,48000.0,28000.0,4.0,2.0,35.0,8.0,1.0,"1,2,6",1,"4,5,1",1,1.0,1.0,,,,1.0,,,,,,,,,,,31170,,,,,,,,,,,1,,,4,5,1,,,,,,,,,,,,,,
173,2020.0,"36310,36310,36310",3,0,0,2.0,0.0,128000.0,78000.0,4.0,2.0,56.0,8.0,1.0,"1,2,6,15",1,"4,5,14",1,1.0,1.0,,,,1.0,,,,,,,,1.0,,,36310,36310,36310,,,,,,,,,1,,,4,5,14,,,,,,,,,,,,,,
174,2020.0,"34030,34030",2,1,1,4.0,0.0,275001.0,201667.0,4.0,2.0,28.0,8.0,1.0,"1,2,6","2,10,5","2,6,11",3,1.0,1.0,,,,1.0,,,,,,,,,,,34030,34030,,,,,,,,,,2,10,5,2,6,11,1.0,,,,,,,,,,,,,
175,2020.0,31090,1,0,0,2.0,0.0,126000.0,63000.0,5.0,1.0,35.0,9.0,1.0,"1,2",1,"2,4,5",1,1.0,1.0,,,,,,,,,,,,,,,31090,,,,,,,,,,,1,,,2,4,5,,,,,,,,,,,,,,
176,2020.0,"37350,37350,37350",3,1,3,4.0,1.0,320000.0,80000.0,5.0,1.0,46.0,9.0,1.0,"1,2",1,"11,2",1,1.0,1.0,,,,,,,,,,,,,,,37350,37350,37350,,,,,,,,,1,,,11,2,,3.0,,,,,,,,,,,,,
177,2020.0,"31370,31370",2,1,3,2.0,0.0,219000.0,109500.0,4.0,1.0,26.0,10.0,1.0,"1,6",8,"4,3",3,1.0,,,,,1.0,,,,,,,,,,,31370,31370,,,,,,,,,,8,,,4,3,,3.0,,,,,,,,,,,,,
178,2020.0,"33030,33030,33030,33030",4,1,4,5.0,0.0,473000.0,106600.0,4.0,1.0,49.0,10.0,1.0,"1,4,5",1,"2,3",1,1.0,,,1.0,1.0,,,,,,,,,,,,33030,33030,33030,33030,,,,,,,,1,,,2,3,,4.0,,,,,,,,,,,,,
179,2020.0,31370,1,1,6,2.0,0.0,220000.0,110000.0,5.0,1.0,27.0,10.0,1.0,6,1,"9,12,5",3,,,,,,1.0,,,,,,,,,,,31370,,,,,,,,,,,1,,,9,12,5,6.0,,,,,,,,,,,,,
180,2020.0,23010,1,0,0,2.0,0.0,146000.0,73000.0,5.0,2.0,26.0,10.0,1.0,"1,2",1,4,3,1.0,1.0,,,,,,,,,,,,,,,23010,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,
181,2020.0,"32400,32400,32400",3,1,3,3.0,1.0,351000.0,117000.0,5.0,2.0,36.0,10.0,1.0,"1,16",1,"2,1",1,1.0,,,,,,,,,,,,,,1.0,,32400,32400,32400,,,,,,,,,1,,,2,1,,3.0,,,,,,,,,,,,,
182,2020.0,31100,1,0,0,2.0,0.0,47000.0,23500.0,4.0,1.0,27.0,11.0,1.0,"1,2","5,2","8,2",3,1.0,1.0,,,,,,,,,,,,,,,31100,,,,,,,,,,,5,2,,8,2,,,,,,,,,,,,,,,
183,2020.0,31380,1,0,0,2.0,0.0,56000.0,28000.0,4.0,2.0,28.0,11.0,1.0,"1,2",1,"4,5,8",3,1.0,1.0,,,,,,,,,,,,,,,31380,,,,,,,,,,,1,,,4,5,8,,,,,,,,,,,,,,
184,2020.0,21090,1,1,3,2.0,0.0,532000.0,291000.0,4.0,2.0,25.0,12.0,1.0,"1,2,6",1,"8,6,5",3,1.0,1.0,,,,1.0,,,,,,,,,,,21090,,,,,,,,,,,1,,,8,6,5,3.0,,,,,,,,,,,,,
185,2020.0,31190,1,0,0,4.0,0.0,69000.0,69000.0,4.0,2.0,19.0,1.0,1.0,"2,3,9","6,2","10,3,4",3,,1.0,1.0,,,,,,1.0,,,,,,,,31190,,,,,,,,,,,6,2,,10,3,4,,,,,,,,,,,,,,
186,2020.0,32010,1,0,0,3.0,0.0,93000.0,31000.0,4.0,2.0,55.0,1.0,1.0,"2,4,12","5,2","3,2,12",3,,1.0,,1.0,,,,,,,,1.0,,,,,32010,,,,,,,,,,,5,2,,3,2,12,,,,,,,,,,,,,,
187,2020.0,31020,1,1,6,4.0,0.0,620000.0,215000.0,4.0,1.0,46.0,1.0,1.0,"1,6",1,"4,3",3,1.0,,,,,1.0,,,,,,,,,,,31020,,,,,,,,,,,1,,,4,3,,6.0,,,,,,,,,,,,,
188,2020.0,31130,1,0,0,3.0,1.0,71001.0,23667.0,4.0,2.0,35.0,2.0,1.0,"1,2",1,"3,8,4",1,1.0,1.0,,,,,,,,,,,,,,,31130,,,,,,,,,,,1,,,3,8,4,,,,,,,,,,,,,,
189,2020.0,"21090,21140",2,1,1,2.0,0.0,870000.0,435000.0,4.0,1.0,28.0,2.0,1.0,"1,2,6",1,"6,12,2",3,1.0,1.0,,,,1.0,,,,,,,,,,,21090,21140,,,,,,,,,,1,,,6,12,2,1.0,,,,,,,,,,,,,
190,2020.0,"39010,39010",2,2,3,4.0,0.0,815001.0,207917.0,4.0,2.0,46.0,2.0,1.0,"1,2,6","3,8","8,6,12",1,1.0,1.0,,,,1.0,,,,,,,,,,,39010,39010,,,,,,,,,,3,8,,8,6,12,3.0,3.0,,,,,,,,,,,,
191,2020.0,31380,1,0,0,2.0,0.0,99000.0,49500.0,4.0,2.0,55.0,2.0,1.0,"1,2",1,"8,12",1,1.0,1.0,,,,,,,,,,,,,,,31380,,,,,,,,,,,1,,,8,12,,,,,,,,,,,,,,,
192,2020.0,"21040,21010",2,1,4,3.0,0.0,429999.0,143333.0,4.0,2.0,60.0,3.0,1.0,"1,2",1,"11,12,1",1,1.0,1.0,,,,,,,,,,,,,,,21040,21010,,,,,,,,,,1,,,11,12,1,4.0,,,,,,,,,,,,,
193,2020.0,"31100,37020",2,"0,1",4,4.0,1.0,420000.0,105000.0,4.0,1.0,46.0,3.0,1.0,"1,9",1,"8,5,9",1,1.0,,,,,,,,1.0,,,,,,,,31100,37020,,,,,,,,,,1,,,8,5,9,0.0,4.0,,,,,,,,,,,,
194,2020.0,32340,1,0,0,2.0,0.0,252000.0,126000.0,4.0,1.0,60.0,3.0,1.0,1,1,4,1,1.0,,,,,,,,,,,,,,,,32340,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,
195,2020.0,23010,1,0,0,4.0,0.0,200000.0,50000.0,4.0,1.0,50.0,3.0,1.0,"1,6",1,8,1,1.0,,,,,1.0,,,,,,,,,,,23010,,,,,,,,,,,1,,,8,,,,,,,,,,,,,,,,
196,2020.0,32060,1,0,0,4.0,0.0,300000.0,75000.0,4.0,2.0,46.0,3.0,1.0,1,1,"12,5",1,1.0,,,,,,,,,,,,,,,,32060,,,,,,,,,,,1,,,12,5,,,,,,,,,,,,,,,
197,2020.0,34030,1,1,8,2.0,0.0,300000.0,150000.0,4.0,2.0,30.0,3.0,1.0,"1,6",1,"9,12,6",1,1.0,,,,,1.0,,,,,,,,,,,34030,,,,,,,,,,,1,,,9,12,6,8.0,,,,,,,,,,,,,
198,2020.0,31380,1,0,0,2.0,0.0,150000.0,75000.0,4.0,1.0,48.0,4.0,1.0,"1,6",1,"8,5,9",1,1.0,,,,,1.0,,,,,,,,,,,31380,,,,,,,,,,,1,,,8,5,9,,,,,,,,,,,,,,
